,CB_company_uuid,legal_name,domain,city,status,category_groups_list,num_funding_rounds,total_funding_usd,total_funding,founded_on,last_funding_on,employee_count,raised_amount_usd,acquiree_name,acquirer_name,acquired_on,went_public_on,valuation_price_usd,valuation_price,money_raised_usd,money_raised,CB_people_uuid,person_name,started_on,ended_on,is_current,title,job_type,first_name,last_name,gender,facebook_url,linkedin_url,twitter_url,facebook_url_exists,linkedin_url_exists,twitter_url_exists
58530,5b1a8bae-0af5-cb08-7ae8-67af6e3cf8e4,"AffectLayer, Inc.",chorus.ai,San Francisco,acquired,"Artificial Intelligence,Data and Analytics,Information Technology,Other,Professional Services,Sales and Marketing,Science and Engineering,Software",4.0,100300000.0,100300000.0,2015-01-01,2020-07-28,101-250,100300000.0,Chorus.ai,ZoomInfo,2021-07-13,,,,,,3bde0589-e0e3-6890-1eab-4278c6be4d56,Roy Raanani,2015-01-01,2020-03-01,False,CEO & Co-founder,executive,Roy,Raanani,male,,https://www.linkedin.com/in/roy-raanani,,0,1,0
58606,53d26eab-45ae-456e-d0a3-2d482468cde6,Nozomi Networks Inc.,nozominetworks.com,San Francisco,operating,"Information Technology,Privacy and Security",7.0,165999996.0,165999996.0,2013-01-01,2021-12-02,101-250,165999996.0,,,,,,,,,ed86069c-f616-a6f1-f104-92f714583907,Andrea Carcano,2016-11-01,,True,Co Founder & Chief Product Officer,executive,Andrea,Carcano,male,,https://www.linkedin.com/in/andreacarcano/,,0,1,0
58607,53d26eab-45ae-456e-d0a3-2d482468cde6,Nozomi Networks Inc.,nozominetworks.com,San Francisco,operating,"Information Technology,Privacy and Security",7.0,165999996.0,165999996.0,2013-01-01,2021-12-02,101-250,165999996.0,,,,,,,,,667a2a77-9087-517d-ab52-a35145c3eff7,Moreno Carullo,2013-09-01,,True,Co-founder & Chief Technical Officer,executive,Moreno,Carullo,male,,https://it.linkedin.com/in/morenocarullo,,0,1,0
58631,fedf36e2-5354-3a79-f63f-87c0213c05f2,Vendorin Inc,vendorin.com,Omaha,acquired,"Financial Services,Payments",1.0,2167000.0,2167000.0,2007-01-01,2014-01-30,101-250,2167000.0,Vendorin,Juvo Technologies,2016-10-20,,,,,,ff461560-f766-f99a-81af-07c487d640c4,John Petersson,2007-04-01,2017-01-01,False,"President, Co-Founder & Board Member | B2B Payments | Fintech | ACH | Virtual Card | Startup",executive,John,Petersson,male,,https://www.linkedin.com/in/johnpetersson,,0,1,0
58632,fedf36e2-5354-3a79-f63f-87c0213c05f2,Vendorin Inc,vendorin.com,Omaha,acquired,"Financial Services,Payments",1.0,2167000.0,2167000.0,2007-01-01,2014-01-30,101-250,2167000.0,Vendorin,Juvo Technologies,2016-10-20,,,,,,32ff1888-5de4-1861-9e79-8340d00ee3a2,Srinivas Gaddam,2008-01-01,2016-10-01,False,Co-Founder & Chief Technology Officer,executive,Srinivas,Gaddam,male,,https://www.linkedin.com/in/srinivasgaddam,,0,1,0
58666,91c5870b-8d27-909e-ab2c-82291e4f18ba,"Optio3, Inc.",optio3.com,Seattle,operating,"Information Technology,Internet Services,Other,Software",2.0,4500000.0,4500000.0,2016-01-01,2018-07-12,1-10,4500000.0,,,,,,,,,220c778f-d639-4fe8-a4ef-e1916e60fc37,Sridhar Chandrashekar,2016-10-01,,True,Co-founder & CEO,executive,Sridhar,Chandrashekar,male,,https://www.linkedin.com/in/sridharchandrashekar,,0,1,0
58667,91c5870b-8d27-909e-ab2c-82291e4f18ba,"Optio3, Inc.",optio3.com,Seattle,operating,"Information Technology,Internet Services,Other,Software",2.0,4500000.0,4500000.0,2016-01-01,2018-07-12,1-10,4500000.0,,,,,,,,,81a2046f-0889-9878-2266-dd70c2c8d526,Jake Varghese,2016-10-01,2020-01-01,False,Co-founder & business development,executive,Jake,Varghese,male,,https://www.linkedin.com/in/jake-varghese-498335,,0,1,0
58668,91c5870b-8d27-909e-ab2c-82291e4f18ba,"Optio3, Inc.",optio3.com,Seattle,operating,"Information Technology,Internet Services,Other,Software",2.0,4500000.0,4500000.0,2016-01-01,2018-07-12,1-10,4500000.0,,,,,,,,,6961da74-0809-fd03-9151-91249e4eee90,Mohan Thimmappa,2016-09-01,,True,"CoFounder, Head of Product",executive,Mohan,Thimmappa,male,,https://www.linkedin.com/in/mthimmappa,,0,1,0
58749,ebe64454-64ae-58e8-baee-db5b62b77d70,DEV/CON DETECT INC,otto-js.com,Memphis,operating,"Commerce and Shopping,Information Technology,Internet Services,Privacy and Security,Software,Transportation",2.0,6500000.0,6500000.0,2017-05-01,2020-05-07,11-50,6500000.0,,,,,,,,,5cd595de-6940-9f21-2809-282b4cea626d,Maggie Louie,2016-08-28,,True,Founder and CEO,executive,Maggie,Louie,non_binary,https://www.facebook.com/maggie.louie,https://www.linkedin.com/in/maggielouie/,https://twitter.com/maggielouie,1,1,1
58750,ebe64454-64ae-58e8-baee-db5b62b77d70,DEV/CON DETECT INC,otto-js.com,Memphis,operating,"Commerce and Shopping,Information Technology,Internet Services,Privacy and Security,Software,Transportation",2.0,6500000.0,6500000.0,2017-05-01,2020-05-07,11-50,6500000.0,,,,,,,,,9199cae6-22b1-5c02-3f1b-0cc5333fce32,Casey Hester,2017-10-01,,True,Co-Founder and COO,executive,Casey,Hester,female,,https://www.linkedin.com/in/casey-hester-4375b36/,https://twitter.com/caseyellehester,0,1,1
58751,ebe64454-64ae-58e8-baee-db5b62b77d70,DEV/CON DETECT INC,otto-js.com,Memphis,operating,"Commerce and Shopping,Information Technology,Internet Services,Privacy and Security,Software,Transportation",2.0,6500000.0,6500000.0,2017-05-01,2020-05-07,11-50,6500000.0,,,,,,,,,d9d9879e-fc0c-2e95-4cb7-5f8dab9c446a,Josh Summitt,2018-01-01,,True,Co-Founder and CTO,executive,Josh,Summitt,male,https://www.facebook.com/josh.summitt,https://www.linkedin.com/in/joshsummitt/,https://twitter.com/null0perat0r,1,1,1
58752,b764f890-6881-360d-e729-8eab7d7985ce,"Fig Loans Texas, LLC",figloans.com,Houston,operating,"Financial Services,Lending and Investments",4.0,2820000.0,2820000.0,2015-01-01,2018-06-04,1-10,2820000.0,,,,,,,,,f49f69fe-a7f8-fed1-e70f-c2426552bc8d,John Li,2016-01-01,,True,Co Founder / Technical lead,executive,John,Li,male,,https://www.linkedin.com/in/johnshenli/,,0,1,0
58753,b764f890-6881-360d-e729-8eab7d7985ce,"Fig Loans Texas, LLC",figloans.com,Houston,operating,"Financial Services,Lending and Investments",4.0,2820000.0,2820000.0,2015-01-01,2018-06-04,1-10,2820000.0,,,,,,,,,0157c326-8753-f937-0063-e3e1cee6c4d6,Jeffrey Zhou,2015-03-01,,True,Co-Founder & CEO,executive,Jeffrey,Zhou,male,,https://www.linkedin.com/in/jeffreyyzhou/,,0,1,0
58768,df1142ab-662c-4a23-42c0-a8c1a98389ca,"Branch Messenger, Inc.",branchapp.com,Minneapolis,operating,"Financial Services,Lending and Investments,Payments",5.0,633120000.0,633120000.0,2015-11-01,2022-03-09,101-250,633120000.0,,,,,,,,,0c63c167-72a4-8206-aed2-198bfc10d41c,Atif Siddiqi,2015-06-01,,True,Founder & Chief Executive Officer,executive,Atif,Siddiqi,male,,http://www.linkedin.com/pub/atif-siddiqi/5/389/b30,http://twitter.com/atifsiddiqi,0,1,1
58769,df1142ab-662c-4a23-42c0-a8c1a98389ca,"Branch Messenger, Inc.",branchapp.com,Minneapolis,operating,"Financial Services,Lending and Investments,Payments",5.0,633120000.0,633120000.0,2015-11-01,2022-03-09,101-250,633120000.0,,,,,,,,,573795b0-3001-21e6-a2bb-dd3101cb65fa,Divydeep Agarwal,2015-08-01,2019-07-01,False,Co-Founder and CTO,executive,Divydeep,Agarwal,male,https://www.facebook.com/divydeep,https://www.linkedin.com/in/divydeep/,,1,1,0
58827,71a13c22-6607-319f-2374-60ceb95ebdc0,"GrokStyle,Inc.",grokstyle.com,San Francisco,closed,"Artificial Intelligence,Consumer Goods,Data and Analytics,Design,Hardware,Internet Services,Real Estate,Science and Engineering,Software",2.0,2510000.0,2510000.0,2016-10-01,2018-03-17,1-10,2510000.0,Grokstyle,Meta,2019-02-08,,,,,,c01252c4-e95b-b419-fbf0-85302e44b1ef,Sean Bell,2015-09-01,2019-01-01,False,CEO & Co-Founder,executive,Sean,Bell,male,,https://www.linkedin.com/in/seanbell3/,,0,1,0
58828,71a13c22-6607-319f-2374-60ceb95ebdc0,"GrokStyle,Inc.",grokstyle.com,San Francisco,closed,"Artificial Intelligence,Consumer Goods,Data and Analytics,Design,Hardware,Internet Services,Real Estate,Science and Engineering,Software",2.0,2510000.0,2510000.0,2016-10-01,2018-03-17,1-10,2510000.0,Grokstyle,Meta,2019-02-08,,,,,,f050de94-ff1f-2fe1-148e-1fea4e680ec4,Kavita Bala,2015-01-01,2018-07-01,False,Founder & Chief Scientist,board_member,Kavita,Bala,female,,https://www.linkedin.com/in/kavita-bala-052409/,,0,1,0
58834,2f34ae13-b677-e165-5ba9-d841b9de6226,"Annum Health, Inc.",annum.com,New York,closed,"Health Care,Mobile",3.0,6400003.0,6400003.0,2016-01-01,2018-04-16,11-50,6400003.0,,,,,,,,,1c010e04-8931-74ca-42a8-8b8359d8c1a4,Lauren Wolfe,2016-01-01,2019-02-01,False,Chief Clinical Officer and Co-founder,employee,Lauren,Wolfe,female,,https://www.linkedin.com/in/ljwolfe,http://www.twitter.com/lwolfe,0,1,1
58835,2f34ae13-b677-e165-5ba9-d841b9de6226,"Annum Health, Inc.",annum.com,New York,closed,"Health Care,Mobile",3.0,6400003.0,6400003.0,2016-01-01,2018-04-16,11-50,6400003.0,,,,,,,,,f95b18ee-3622-fe06-0cdb-e1facd6aa7cb,Mark Willenbring,2016-01-01,,False,Chief Medical Officer & Co-founder,employee,Mark,Willenbring,male,,https://www.linkedin.com/in/mark-willenbring-m-d-ab993a12,http://www.twitter.com/addictiondrw,0,1,1
58849,61a2d564-dc80-2a9d-928a-3af4d168a6d0,"Cape Analytics, LLC",capeanalytics.com,Mountain View,operating,"Artificial Intelligence,Data and Analytics,Financial Services,Information Technology,Real Estate,Science and Engineering,Software",5.0,75000000.0,75000000.0,2014-01-01,2021-07-14,51-100,75000000.0,,,,,,,,,5119594f-5a40-603a-0d50-7e8d0fabd0d8,Suat Gedikli,2015-03-01,,True,CTO and Co-Founder,executive,Suat,Gedikli,male,,https://www.linkedin.com/in/dr-suat-gedikli-ab887420,,0,1,0
58850,61a2d564-dc80-2a9d-928a-3af4d168a6d0,"Cape Analytics, LLC",capeanalytics.com,Mountain View,operating,"Artificial Intelligence,Data and Analytics,Financial Services,Information Technology,Real Estate,Science and Engineering,Software",5.0,75000000.0,75000000.0,2014-01-01,2021-07-14,51-100,75000000.0,,,,,,,,,76570296-844a-7b48-4c76-fb0d02895bbb,Ryan Kottenstette,2014-11-01,,True,CEO & Co-Founder,executive,Ryan,Kottenstette,male,,https://www.linkedin.com/in/ryankottenstette,,0,1,0
58875,6d035536-8d2c-e457-99cc-3efca72cb580,"Embrace Mobile, Inc.",embrace.io,Culver City,operating,"Apps,Data and Analytics,Information Technology,Mobile,Software",3.0,57000000.0,57000000.0,2016-01-01,2021-10-20,51-100,57000000.0,,,,,,,,,922a0e40-26c8-c682-283e-b6832e76c8a3,Fredric Newberg,2016-07-01,,True,"Co-Founder, CTO",executive,Fredric,Newberg,male,,https://www.linkedin.com/in/fredricnewberg/,,0,1,0
58876,6d035536-8d2c-e457-99cc-3efca72cb580,"Embrace Mobile, Inc.",embrace.io,Culver City,operating,"Apps,Data and Analytics,Information Technology,Mobile,Software",3.0,57000000.0,57000000.0,2016-01-01,2021-10-20,51-100,57000000.0,,,,,,,,,8b142a07-63cd-b357-6e7a-92665c8201e4,Maggie Shih,2016-01-01,2018-01-01,False,Co-Founder,executive,Maggie,Shih,female,,https://www.linkedin.com/in/maggie-shih-913696/,,0,1,0
58884,6f01b38e-cfb1-47dc-6f9c-19cf0397c620,"Clark, Inc.",hiclark.com,New York,acquired,"Administrative Services,Education,Software",2.0,3500000.0,3500000.0,2016-05-01,2017-06-27,1-10,3500000.0,Clark,Noodle,2019-09-18,,,,,,64aa4724-7145-9548-2222-7896f8f8ce6a,Megan O'Connor,2016-04-01,2019-11-01,False,CEO and co-founder,executive,Megan,O'Connor,female,,https://www.linkedin.com/in/meganmoconnor,https://twitter.com/MeganMOConnor,0,1,1
58885,6f01b38e-cfb1-47dc-6f9c-19cf0397c620,"Clark, Inc.",hiclark.com,New York,acquired,"Administrative Services,Education,Software",2.0,3500000.0,3500000.0,2016-05-01,2017-06-27,1-10,3500000.0,Clark,Noodle,2019-09-18,,,,,,e00b28e8-785f-9b52-67bc-04e38b160ecb,Sam Gimbel,2016-04-01,2019-09-01,False,CPO & Co-Founder,executive,Sam,Gimbel,male,https://www.facebook.com/sammy.gimbel,https://www.linkedin.com/in/samgimbel,https://twitter.com/samgimbel,1,1,1
58899,4641a29c-13b1-d025-190a-53015a2a5d1d,"Cien, Inc.",cien.ai,Plano,operating,"Artificial Intelligence,Data and Analytics,Internet Services,Other,Sales and Marketing,Science and Engineering,Software",3.0,5700000.0,5700000.0,2016-05-01,2019-06-04,11-50,5700000.0,,,,,,,,,9c2e8886-5c41-92fc-5ec4-eb8d7fab2a41,Rob Kall,2016-05-01,,True,CEO / Co-Founder,executive,Rob,Kall,male,,https://linkedin.com/in/robertkall,,0,1,0
58900,4641a29c-13b1-d025-190a-53015a2a5d1d,"Cien, Inc.",cien.ai,Plano,operating,"Artificial Intelligence,Data and Analytics,Internet Services,Other,Sales and Marketing,Science and Engineering,Software",3.0,5700000.0,5700000.0,2016-05-01,2019-06-04,11-50,5700000.0,,,,,,,,,2669e43c-d49d-eab3-761b-5d29c03eae17,Ben Strum,2016-06-01,,True,CTO / Co-founder,executive,Ben,Strum,male,,https://www.linkedin.com/in/benjamin-strum-7058753,,0,1,0
58901,4641a29c-13b1-d025-190a-53015a2a5d1d,"Cien, Inc.",cien.ai,Plano,operating,"Artificial Intelligence,Data and Analytics,Internet Services,Other,Sales and Marketing,Science and Engineering,Software",3.0,5700000.0,5700000.0,2016-05-01,2019-06-04,11-50,5700000.0,,,,,,,,,4dafbab7-cb6c-fefe-213e-71266b0ed628,Margot Lebenberg Carter,2016-08-01,,True,Co-Founder,executive,Margot,Lebenberg Carter,female,,https://www.linkedin.com/in/margot-carter-322b525,,0,1,0
58912,8fbda561-25be-3486-9897-4ece0216f93f,"Unearth Technologies, Inc.",unearthlabs.com,Seattle,operating,"Consumer Electronics,Consumer Goods,Data and Analytics,Hardware,Internet Services,Navigation and Mapping,Other,Real Estate,Software",4.0,14300000.0,14300000.0,2017-01-01,2021-10-26,11-50,14300000.0,,,,,,,,,fbde1ef0-647f-1a34-a7f0-612dd9d2dd3c,Nate Miller,2016-10-01,,True,Founder & VP of Data Science,employee,Nate,Miller,male,,https://www.linkedin.com/in/nate-miller-52ab5b1,,0,1,0
58940,fe9435b8-54ca-fdbc-eebe-0c881eee11d4,"ETMA, Inc.",placepass.com,Boston,acquired,"Commerce and Shopping,Community and Lifestyle,Internet Services,Travel and Tourism",2.0,14000000.0,14000000.0,2015-12-01,2017-03-21,11-50,14000000.0,PlacePass,Hopper,2021-10-19,,,,,,43013889-3c8b-f3e4-b3de-c9de8f2881b1,Ethan Hawkes,2016-02-01,,True,Co-Founder & CEO,executive,Ethan,Hawkes,male,,https://www.linkedin.com/in/ethan-hawkes-96833419/,,0,1,0
58941,fe9435b8-54ca-fdbc-eebe-0c881eee11d4,"ETMA, Inc.",placepass.com,Boston,acquired,"Commerce and Shopping,Community and Lifestyle,Internet Services,Travel and Tourism",2.0,14000000.0,14000000.0,2015-12-01,2017-03-21,11-50,14000000.0,PlacePass,Hopper,2021-10-19,,,,,,9264ef17-14e4-9347-f209-518ea34f2f64,Emily Bernard,2016-02-01,,True,Co-Founder & Chief Product Officer,executive,Emily,Bernard,female,,https://www.linkedin.com/in/emily-bernard-9997588/,,0,1,0
58952,9fdcc4ab-5e13-eafe-ec3d-10a2164e4b5d,"BetterUp, Inc.",betterup.com,San Francisco,operating,"Administrative Services,Education,Health Care",7.0,566900000.0,566900000.0,2013-01-01,2021-10-08,501-1000,566900000.0,,,,,,,,,7dd72f80-ad15-1307-5a9e-57933e3d3f8f,Alexi Robichaux,2013-04-01,,True,CEO & Co-Founder,executive,Alexi,Robichaux,male,,https://www.linkedin.com/in/alexirobichaux/,https://twitter.com/arobichaux,0,1,1
58953,9fdcc4ab-5e13-eafe-ec3d-10a2164e4b5d,"BetterUp, Inc.",betterup.com,San Francisco,operating,"Administrative Services,Education,Health Care",7.0,566900000.0,566900000.0,2013-01-01,2021-10-08,501-1000,566900000.0,,,,,,,,,e0d2d60d-8e4b-0650-9a32-6efc004fbeb2,Eddie Medina,2013-12-01,,True,Co-founder & COO,executive,Eddie,Medina,male,,https://www.linkedin.com/in/eddiemedina/,https://twitter.com/eddiemedinablog,0,1,1
58961,c31dfa03-eab7-1fe5-2193-b958c3285956,Heptio Inc.,heptio.com,Seattle,closed,"Information Technology,Internet Services,Software",2.0,33500000.0,33500000.0,2016-10-28,2017-09-13,101-250,33500000.0,Heptio,VMware,2018-11-06,,,,,,7ff30d87-aa55-3ec6-b25a-dea4a5c27ffb,Joseph Beda,2016-11-01,,False,Founder & CTO,executive,Joseph,Beda,male,,http://www.linkedin.com/in/jbeda/en,https://twitter.com/jbeda,0,1,1
58962,c31dfa03-eab7-1fe5-2193-b958c3285956,Heptio Inc.,heptio.com,Seattle,closed,"Information Technology,Internet Services,Software",2.0,33500000.0,33500000.0,2016-10-28,2017-09-13,101-250,33500000.0,Heptio,VMware,2018-11-06,,,,,,83e0f072-b52e-4ef0-d987-a4b9340c5c37,Craig McLuckie,2016-11-01,2018-12-01,False,Founder & CEO,executive,Craig,McLuckie,male,,https://www.linkedin.com/in/craigmcluckie,https://twitter.com/cmcluck,0,1,1
59016,511aa9ac-7e93-a503-0440-a0de5e74b709,Shoot My Travel Inc,shootmytravel.com,Miami,operating,"Commerce and Shopping,Content and Publishing,Media and Entertainment,Travel and Tourism",5.0,1370000.0,1370000.0,2017-10-12,2022-01-02,11-50,1370000.0,,,,,,,,,5ea9ff28-285e-4f38-b99f-2dfd64b5acad,Valerie Lopez,2015-10-01,,True,Co-Founder and CEO,executive,Valerie,Lopez,female,,https://www.linkedin.com/in/vlopz/,https://twitter.com/vlopz,0,1,1
59017,511aa9ac-7e93-a503-0440-a0de5e74b709,Shoot My Travel Inc,shootmytravel.com,Miami,operating,"Commerce and Shopping,Content and Publishing,Media and Entertainment,Travel and Tourism",5.0,1370000.0,1370000.0,2017-10-12,2022-01-02,11-50,1370000.0,,,,,,,,,36a41596-7e15-4da9-8a6f-f0a9e5f31040,Camilo Rojas,2015-10-01,,True,Co-Founder and Creative Director,executive,Camilo,Rojas,male,,https://www.linkedin.com/in/camilorojas/,https://twitter.com/camilorojas,0,1,1
59033,5a9ddcc6-8f33-398f-5e98-02aa343b0355,Noho Health Inc.,takecareof.com,New York,acquired,"Consumer Goods,Food and Beverage,Health Care",5.0,82869662.0,82869662.0,2016-01-01,2020-02-18,51-100,82869662.0,Care/of,Bayer,2020-08-31,,,,,,687daa49-fe31-d00e-8623-933e069729da,Craig Elbert,2015-01-01,,True,Co-Founder and CEO,executive,Craig,Elbert,male,,https://www.linkedin.com/in/craig-elbert-6978346/,https://twitter.com/d_craig,0,1,1
59090,5799c228-44de-88cd-c205-a2eaa62066e4,"Lean Media, Inc.",lean-media.com,St Louis,operating,"Advertising,Data and Analytics,Design,Sales and Marketing,Software",4.0,710000.0,710000.0,2014-01-01,2018-02-28,11-50,710000.0,,,,,,,,,bf2f11db-9e6f-c617-1254-17a9dc6c9bac,Beth Handrigan,2014-12-01,,True,CEO & Founder,executive,Beth,Handrigan,female,,https://www.linkedin.com/in/bethhandrigan,,0,1,0
59091,5799c228-44de-88cd-c205-a2eaa62066e4,"Lean Media, Inc.",lean-media.com,St Louis,operating,"Advertising,Data and Analytics,Design,Sales and Marketing,Software",4.0,710000.0,710000.0,2014-01-01,2018-02-28,11-50,710000.0,,,,,,,,,127e99fa-95bd-321b-a04b-8a921d065eeb,Matt Jeter,2014-05-01,,True,Co Founder,employee,Matt,Jeter,male,,https://www.linkedin.com/in/mattjeter,,0,1,0
59092,5799c228-44de-88cd-c205-a2eaa62066e4,"Lean Media, Inc.",lean-media.com,St Louis,operating,"Advertising,Data and Analytics,Design,Sales and Marketing,Software",4.0,710000.0,710000.0,2014-01-01,2018-02-28,11-50,710000.0,,,,,,,,,5650dd08-390f-8e18-bc7f-3b25f8b77d8f,Jeff Linihan,2015-01-31,,True,Co-Founder & Director,board_member,Jeff,Linihan,male,https://www.facebook.com/myadvocado/,https://www.linkedin.com/in/jefflinihan/,https://twitter.com/jlinihan,1,1,1
59093,2b7ebcf0-ceb6-46b5-9ad7-784c5fb97952,"Advocado, Inc.",myadvocado.com,Saint Louis,operating,"Advertising,Data and Analytics,Information Technology,Internet Services,Media and Entertainment,Professional Services,Sales and Marketing,Software,Video",6.0,12470000.0,12470000.0,2017-01-01,2021-12-15,11-50,12470000.0,,,,,,,,,5650dd08-390f-8e18-bc7f-3b25f8b77d8f,Jeff Linihan,2018-07-16,,True,"Co-Founder, President & COO",executive,Jeff,Linihan,male,https://www.facebook.com/myadvocado/,https://www.linkedin.com/in/jefflinihan/,https://twitter.com/jlinihan,1,1,1
59100,36a05bbb-e049-7dae-6171-4ee202a535f8,"Driver Bioengineering, Inc.",chimera.bio,South San Francisco,operating,"Biotechnology,Data and Analytics,Health Care,Science and Engineering",5.0,23200284.0,23200284.0,2015-01-01,2021-01-01,11-50,23200284.0,,,,,,,,,28efd81b-6cde-478d-b04b-cbac7ac22886,Gusti Zeiner,2015-06-01,,True,Co-Founder & Chief Science Officer,executive,Gusti,Zeiner,male,,https://www.linkedin.com/in/gusti-zeiner-b50b223,,0,1,0
59101,36a05bbb-e049-7dae-6171-4ee202a535f8,"Driver Bioengineering, Inc.",chimera.bio,South San Francisco,operating,"Biotechnology,Data and Analytics,Health Care,Science and Engineering",5.0,23200284.0,23200284.0,2015-01-01,2021-01-01,11-50,23200284.0,,,,,,,,,c0a6551c-c468-47e8-bd96-3dc42b8e3e0c,Christina Smolke,2015-01-01,,True,Co-Founder,executive,Christina,Smolke,female,,https://www.linkedin.com/in/christina-smolke-87a8b3b6/,,0,1,0
59102,8a6319aa-1b5e-42a6-9ff8-03bdf1076b3f,"Antheia, Inc.",antheia.bio,Menlo Park,operating,"Biotechnology,Health Care,Manufacturing,Science and Engineering",7.0,101325088.0,101325088.0,2015-01-01,2021-06-30,11-50,101325088.0,,,,,,,,,c0a6551c-c468-47e8-bd96-3dc42b8e3e0c,Christina Smolke,2015-04-01,,True,CEO & Co-Founder,executive,Christina,Smolke,female,,https://www.linkedin.com/in/christina-smolke-87a8b3b6/,,0,1,0
59111,527ba30e-1f02-4818-a119-321c165ac8d1,Filament,filament.com,Reno,operating,"Financial Services,Hardware,Internet Services,Manufacturing,Other,Payments,Software",8.0,22575232.0,22575232.0,2012-04-01,2017-03-30,1-10,22575232.0,,,,,,,,,9168ef1f-0b0e-19a5-b6ca-fc4621fb7166,Sally Carson,2012-04-01,2015-03-13,False,CXO / Co-founder,executive,Sally,Carson,female,,http://www.linkedin.com/in/sally-carson,,0,1,0
59136,3c034b71-4bc9-195b-6343-02df39aa474a,"Cell Care Therapeutics, Inc.",cell-care.com,Long Beach,operating,"Biotechnology,Health Care,Science and Engineering",2.0,5330000.0,5330000.0,2014-08-12,2018-10-23,1-10,5330000.0,,,,,,,,,0ece509c-4642-42b4-9490-50674701c901,Nicolas Sohl,2014-08-01,,True,"Co-Founder, CEO and President",executive,Nicolas,Sohl,male,,https://www.linkedin.com/in/nicolassohl/,,0,1,0
59137,3c034b71-4bc9-195b-6343-02df39aa474a,"Cell Care Therapeutics, Inc.",cell-care.com,Long Beach,operating,"Biotechnology,Health Care,Science and Engineering",2.0,5330000.0,5330000.0,2014-08-12,2018-10-23,1-10,5330000.0,,,,,,,,,81852331-74bd-46ea-99c9-e03d3d5f0f67,Rajashekhar Gangaraju,2014-08-01,,True,Co-Founder and CSO,executive,Rajashekhar,Gangaraju,male,,https://www.linkedin.com/in/gangarajurs/,,0,1,0
59223,3d9d8382-6e43-51f3-4d05-6fee5900d77a,Hippo Insurance Services,hippo.com,Palo Alto,ipo,Financial Services,9.0,1259000000.0,1259000000.0,2015-01-01,2021-08-03,501-1000,1259000000.0,,,,2021-03-04,5000000000.0,5000000000.0,230000000.0,230000000.0,6877c26d-d092-572f-f437-61ffd7f7679f,Assaf Wand,2015-10-01,,True,CEO & Co-Founder,executive,Assaf,Wand,male,,https://www.linkedin.com/in/assafwand/,,0,1,0
59224,3d9d8382-6e43-51f3-4d05-6fee5900d77a,Hippo Insurance Services,hippo.com,Palo Alto,ipo,Financial Services,9.0,1259000000.0,1259000000.0,2015-01-01,2021-08-03,501-1000,1259000000.0,,,,2021-03-04,5000000000.0,5000000000.0,230000000.0,230000000.0,2dbfbd23-5b08-51a4-0ef0-069cca2fdfe2,Eyal Navon,2015-10-01,2019-06-01,False,Co-founder & CTO,executive,Eyal,Navon,male,,https://www.linkedin.com/in/eyalnavon,,0,1,0
59254,cd719424-dbf9-1dcf-3b5d-6e36df00d892,"Upcodes, Inc.",up.codes,San Francisco,operating,"Professional Services,Real Estate,Science and Engineering",4.0,4140000.0,4140000.0,2016-02-08,2020-11-22,11-50,4140000.0,,,,,,,,,58bee787-8dc6-45df-a96d-390313b7d6e9,Scott Reynolds,2016-02-01,,True,Co-founder & CEO,executive,Scott,Reynolds,male,,https://www.linkedin.com/in/scott-reynolds/,,0,1,0
59255,cd719424-dbf9-1dcf-3b5d-6e36df00d892,"Upcodes, Inc.",up.codes,San Francisco,operating,"Professional Services,Real Estate,Science and Engineering",4.0,4140000.0,4140000.0,2016-02-08,2020-11-22,11-50,4140000.0,,,,,,,,,fb6d5549-15e4-69bd-184a-f25d4c0a4578,Garrett Reynolds,,,True,Co-Founder,executive,Garrett,Reynolds,male,,https://www.linkedin.com/in/garrettreynolds/,,0,1,0
59263,78886e6e-9394-7424-b893-45fd86e1b5dc,NemMetrix Inc.,invivobiosystems.com,Eugene,operating,"Biotechnology,Health Care,Science and Engineering",4.0,6650000.0,6650000.0,2011-01-01,2019-07-29,51-100,6650000.0,,,,,,,,,20ec4183-d6ca-ca2c-6103-93ebe968803f,Matt Beaudet,2014-01-01,,True,CEO & Co-founder,executive,Matt,Beaudet,male,,https://www.linkedin.com/in/mattbeaudet/,,0,1,0
59264,78886e6e-9394-7424-b893-45fd86e1b5dc,NemMetrix Inc.,invivobiosystems.com,Eugene,operating,"Biotechnology,Health Care,Science and Engineering",4.0,6650000.0,6650000.0,2011-01-01,2019-07-29,51-100,6650000.0,,,,,,,,,40cd2453-50e5-dc13-84e2-98c67278c1e3,Janis Weeks,2020-04-01,,True,Co-Founder & Chief Global Health Officer,executive,Janis,Weeks,female,,https://www.linkedin.com/in/janis-weeks-740baa1b/,,0,1,0
59343,308919cf-04cb-637b-9841-aa0a3c35b120,Verse.io,verse.io,San Diego,operating,"Artificial Intelligence,Data and Analytics,Information Technology,Internet Services,Messaging and Telecommunications,Sales and Marketing,Science and Engineering,Software",5.0,17300000.0,17300000.0,2014-01-01,2018-04-17,101-250,17300000.0,,,,,,,,,73316c90-680a-778f-35a3-97b787893a3c,David Tal,2013-01-01,,True,CEO & Co-Founder,executive,David,Tal,male,,https://www.linkedin.com/in/davidtal/,https://twitter.com/davidtal379,0,1,1
